x,y,crash,resto,atm,super,bar,busstp,cafe,conven,deptst,fastfd,gc,hotel,market,metro,temple,intersecti,road_length,Househol
121.5238278,25.02150835,479,12,0,2,0,2,2,2,0,0,0,0,0,0,0,142,5854.221339,451
121.4960837,25.02136369,201,7,0,0,0,3,0,2,0,2,0,0,0,0,0,99,3222.313378,252
121.5507175,25.02197028,1207,18,0,2,1,6,4,2,0,3,1,0,0,1,0,224,10185.85655,485
121.5565493,25.02121945,496,28,0,1,0,4,5,4,0,2,0,0,0,0,0,133,4476.803878,534
121.492529,25.0220696,122,3,0,0,0,1,0,1,0,0,0,0,0,0,0,106,3915.407072,246
121.5502176,25.02242384,1285,18,3,0,0,5,8,5,0,2,0,0,0,0,0,246,8057.152963,338
121.5466595,25.02459727,928,7,0,0,0,4,4,0,0,1,2,0,0,0,0,121,5510.43741,191
121.5002504,25.0220601,291,23,0,0,0,3,0,2,0,0,0,0,0,0,0,105,3594.570394,373
121.5428515,25.02266879,680,91,1,0,1,4,12,4,0,1,5,0,0,0,0,161,6557.8285,778
121.5025096,25.0230469,136,14,0,0,0,3,0,2,0,0,0,0,0,0,0,76,2484.692067,358
121.5235664,25.02386991,763,42,0,0,1,4,9,3,0,2,1,0,0,0,0,171,5188.343524,586
121.5118826,25.02392394,330,2,0,1,0,12,0,0,0,0,0,0,0,0,1,71,8088.43474,232
121.5003986,25.025356,380,33,0,0,0,2,1,1,0,1,0,0,0,0,0,95,3420.836212,300
121.5334338,25.02606775,452,13,3,2,0,3,4,3,0,1,0,0,1,0,1,248,7774.743141,569
121.5299608,25.02638881,283,67,1,0,0,2,4,2,0,2,0,0,0,0,1,92,3544.642175,443
121.507074,25.0267374,173,13,0,0,0,2,0,0,0,0,0,0,0,0,1,6,941.6704916,309
121.4915661,25.02489982,472,13,0,0,0,2,1,1,0,1,0,0,0,0,0,131,7046.890006,418
121.5658235,25.0253675,189,7,0,0,0,0,0,6,0,2,0,0,0,0,2,99,5700.217866,521
121.5284547,25.02651441,827,57,1,1,1,8,16,4,0,2,0,0,0,0,1,162,6051.725341,669
121.5700078,25.023721,273,5,1,2,0,9,0,3,0,0,0,0,0,0,4,180,14909.46392,548
121.5216462,25.02409995,546,27,1,2,1,2,3,3,0,0,0,0,0,1,2,83,3266.507193,297
121.5181181,25.0262761,903,13,0,0,0,5,0,5,0,2,0,0,0,0,2,144,5210.928619,226
121.5164902,25.02178052,828,3,0,0,0,4,0,1,0,0,0,0,0,0,0,170,9135.533841,388
121.5559051,25.0270959,833,5,0,2,0,3,1,3,0,0,0,0,1,0,0,84,5045.376006,286
121.5625277,25.02551026,316,22,0,0,0,11,0,4,0,3,0,0,0,0,0,104,5472.311371,585
121.4941225,25.02645644,511,59,0,1,0,4,3,2,0,2,0,0,0,0,0,88,3532.853651,365
121.5459809,25.02562635,66,8,1,1,0,0,0,0,0,4,1,0,0,0,0,7,691.3484063,700
121.5440364,25.02570582,823,44,2,5,1,5,7,7,0,5,0,0,0,1,0,164,5663.908237,595
121.5517714,25.02646232,697,8,0,1,1,4,1,3,0,0,0,0,0,0,1,116,3917.958069,381
121.5433179,25.02640604,553,26,4,1,1,5,3,3,0,3,1,0,0,0,1,116,6068.56602,572
121.4951532,25.02873477,798,19,0,1,0,5,0,5,0,5,1,0,0,0,1,166,9116.527865,477
121.5091564,25.0249713,246,28,0,2,0,4,0,2,0,2,0,0,0,0,2,69,3060.222898,380
121.5115196,25.02427436,440,25,0,0,0,8,1,3,0,0,0,0,0,0,1,132,6678.473718,377
121.5490138,25.02752374,656,23,0,0,3,8,8,6,1,1,0,0,0,0,0,128,4345.152931,414
121.5034209,25.02602955,436,12,0,1,0,5,1,5,0,3,0,0,0,0,0,63,3340.213504,802
121.4997842,25.02632602,550,20,0,0,0,4,0,2,0,0,0,0,0,0,0,110,4298.976237,265
121.5005971,25.02930648,372,19,0,0,0,1,0,2,0,0,0,0,0,0,0,108,3557.67681,470
121.5227915,25.0271426,503,26,2,2,1,4,3,3,0,3,0,0,0,0,0,146,4059.841459,438
121.5602414,25.02590688,500,12,0,1,0,3,0,2,0,2,0,0,1,0,0,98,4489.099977,353
121.5023248,25.02963719,138,7,1,3,0,2,3,3,0,1,0,0,1,0,0,55,1837.711075,438
121.5566367,25.02685313,716,8,0,0,1,1,2,2,0,0,0,0,0,0,0,48,2145.838363,282
121.5263547,25.02887332,460,26,2,0,1,6,5,2,0,2,0,0,1,0,0,127,4222.61259,496
121.5541952,25.03014684,557,9,0,0,0,1,0,2,0,1,0,0,0,0,0,69,3341.208735,337
121.5427664,25.02781191,312,35,0,0,0,3,5,1,0,2,0,0,0,0,0,108,3260.352777,379
121.5075228,25.0302262,483,74,0,1,0,3,3,2,0,1,0,0,0,0,0,109,3619.440255,548
121.534792,25.02610561,651,13,1,1,0,3,5,2,0,0,0,0,0,0,0,135,5251.793701,509
121.5112798,25.02940215,455,12,0,0,0,9,0,1,0,0,0,0,0,0,0,117,4667.991877,206
121.5452527,25.02916093,554,23,0,0,1,1,0,2,0,0,0,0,0,0,0,158,5818.841695,446
121.5385032,25.02879911,219,10,0,1,0,1,2,2,0,1,1,0,0,0,0,55,3507.221029,590
121.5194337,25.03098802,1220,54,4,2,0,16,6,7,0,6,0,0,0,0,0,274,7973.4721,720
121.5152047,25.02977028,496,11,0,0,0,4,2,2,0,2,0,0,0,0,1,90,3664.109056,267
121.5225488,25.03229528,355,3,0,0,0,3,2,0,0,0,0,0,0,0,0,160,5474.492431,336
121.4955782,25.02878889,666,47,0,0,0,5,0,4,0,2,0,0,0,0,0,218,6914.590831,502
121.4985767,25.03270039,646,13,0,0,0,6,0,0,0,0,0,0,0,0,0,130,5349.949496,254
121.5649235,25.02814345,1057,20,1,2,0,11,6,7,0,3,0,0,0,0,0,209,7492.800583,800
121.5649339,25.02914219,759,14,0,0,1,9,8,4,0,1,0,0,1,0,2,163,5678.408525,493
121.5595453,25.03268592,694,24,0,0,0,1,3,4,0,2,0,0,0,0,1,124,3938.387962,473
121.5557441,25.03294769,613,41,0,2,0,2,4,2,0,1,0,0,2,0,0,143,5180.956054,527
121.5533003,25.03170197,501,28,0,0,0,1,5,4,0,1,2,0,0,0,0,105,4084.537322,467
121.5523658,25.03170468,898,15,1,3,0,4,5,4,0,2,0,0,0,0,0,236,6945.790935,437
121.5041647,25.03001996,468,6,0,1,0,3,1,2,0,0,0,0,0,0,0,86,3676.487914,221
121.546104,25.03318792,669,44,2,0,1,2,9,5,0,4,0,0,0,0,0,195,5247.054432,483
121.5427567,25.03325998,679,35,0,0,0,2,12,6,0,1,0,0,0,1,1,167,7554.491321,655
121.537084,25.03342386,1628,9,1,0,0,10,3,2,0,1,0,0,0,0,0,321,14933.24065,408
121.5695122,25.02675925,708,8,0,0,0,6,4,2,0,0,0,0,0,0,0,234,12016.78698,465
121.4914162,25.03203369,520,15,0,0,0,4,0,3,0,0,0,0,0,0,0,126,8001.001663,245
121.5305555,25.0327299,521,27,0,1,0,4,14,4,0,0,0,0,0,0,0,188,6726.03962,500
121.5017674,25.0330151,778,28,0,1,0,11,0,1,0,1,0,0,0,0,0,224,7609.679076,500
121.5275183,25.0320431,608,87,0,0,1,6,17,4,0,5,1,0,0,1,0,137,4607.987522,321
121.5594849,25.03308032,858,34,1,1,3,5,6,5,0,3,0,0,0,0,0,78,4389.022525,303
121.5190426,25.03370981,708,16,1,1,1,3,6,1,0,0,1,0,0,1,0,111,5331.834926,573
121.5175437,25.03263081,1363,66,1,1,0,9,10,5,0,5,2,0,1,0,0,276,8342.077259,373
121.4926625,25.03349821,974,9,0,0,0,5,1,3,0,1,0,0,0,0,0,262,16330.39197,656
121.4991991,25.03519907,446,19,0,1,1,6,3,1,0,1,1,0,0,0,0,191,6083.214082,428
121.5260663,25.03445156,402,11,0,0,0,7,2,1,0,1,0,0,0,0,0,116,4351.348395,233
121.5751147,25.0329372,205,17,0,0,0,3,0,4,0,1,0,0,0,0,0,117,5300.420437,459
121.4988244,25.03438165,1083,18,0,0,0,11,4,5,0,0,0,0,1,1,0,211,7032.578891,360
121.5137294,25.03174843,789,21,0,1,0,7,10,3,0,2,0,0,0,0,1,165,7203.957191,239
121.5073596,25.03684713,741,28,1,0,0,3,6,0,0,3,1,0,0,0,0,72,3534.004593,266
121.5793475,25.03147854,149,5,0,0,0,5,0,0,0,0,0,0,0,0,3,60,4393.737639,135
121.5612843,25.03742899,284,11,0,1,0,2,2,2,0,2,0,0,0,0,0,133,3668.62736,466
121.5556366,25.03492924,642,43,1,3,4,5,2,2,0,4,0,0,0,0,0,146,5804.965866,747
121.5526181,25.03331679,517,26,0,0,1,6,3,3,0,3,0,0,0,1,0,129,5040.283398,560
121.5277938,25.03614887,414,42,0,1,0,2,10,5,0,3,6,0,0,0,0,152,5205.93403,595
121.5491083,25.03753367,625,20,0,0,1,6,2,6,0,1,0,0,0,0,0,183,5734.020921,537
121.548044,25.03336092,603,30,0,1,1,4,4,3,0,2,0,0,0,0,0,218,6925.373262,590
121.5451419,25.036431,645,28,0,0,0,5,7,3,0,1,1,0,0,0,0,127,4147.75766,443
121.5435437,25.03565841,1067,32,1,0,0,10,3,2,0,2,0,0,0,0,0,240,9244.807994,614
121.5375974,25.03481559,927,20,0,2,0,8,3,5,0,2,0,0,0,1,0,273,10264.43106,865
121.5307099,25.0380833,519,21,2,0,0,2,1,3,0,2,5,0,0,0,2,247,7769.334357,811
121.6169898,25.03797778,287,9,0,0,0,19,0,2,0,0,0,0,0,0,20,343,35571.36232,433
121.5614983,25.03594088,2630,143,5,0,4,22,12,3,1,5,0,0,0,1,0,191,12664.01456,537
121.5747057,25.03369665,1076,11,1,1,1,7,2,6,0,3,0,0,0,1,0,232,10816.92994,817
121.5059673,25.03618285,686,33,1,0,0,5,7,2,0,2,0,0,0,0,0,160,4942.998586,431
121.5768696,25.0388185,261,39,0,0,0,3,1,2,0,0,0,0,0,0,0,130,4674.027327,543
121.5013692,25.03601421,607,33,1,0,0,7,3,5,0,1,0,0,0,0,0,97,3414.047426,282
121.4993965,25.03667315,674,38,0,1,0,7,3,3,0,2,2,0,0,1,0,113,3590.187169,407
121.5815076,25.03719669,237,25,0,0,0,2,0,1,0,0,0,0,0,0,0,113,4464.054615,362
121.5837665,25.0380783,273,17,0,0,0,2,0,1,0,0,0,0,0,0,4,81,3516.201172,419
121.5629463,25.0386999,1185,25,0,0,0,6,2,3,0,0,0,0,0,0,0,245,10445.07444,297
121.555256,25.03842241,695,26,0,2,2,4,8,4,0,1,0,0,0,0,0,122,4939.118891,488
121.5950477,25.03890685,51,1,0,0,0,4,0,2,0,0,0,0,0,0,3,15,2921.474312,297
121.5286397,25.03899125,716,20,0,0,0,9,6,3,0,0,0,0,0,0,0,217,7521.219634,556
121.548875,25.0414265,1215,46,1,1,2,4,6,8,0,3,0,0,0,0,0,191,6189.228018,632
121.5438769,25.04153816,1922,41,1,1,2,6,14,6,0,1,0,0,0,1,0,274,7877.800359,540
121.5436686,25.04156176,1206,17,0,2,0,7,1,5,1,2,0,0,0,0,1,190,6572.046516,680
121.5896018,25.03849279,114,6,0,1,0,3,1,1,0,0,0,0,0,0,2,89,2725.283038,381
121.585232,25.04115654,292,39,0,1,0,4,0,3,0,1,0,0,0,0,7,119,5224.8332,606
121.5076072,25.04048546,686,54,0,2,1,8,4,6,0,6,1,0,0,0,0,79,3947.895887,564
121.5114283,25.04127119,2641,45,2,0,0,20,6,9,0,1,1,0,0,1,3,276,12161.65081,90
121.495474,25.03837088,1184,7,0,0,0,1,0,1,0,0,0,0,0,0,0,335,16516.97729,374
121.4958233,25.0390474,1020,79,1,1,3,6,5,4,0,1,0,0,0,0,0,227,10554.30505,426
121.571519,25.041423,574,13,1,1,0,5,0,1,0,1,0,0,0,1,0,113,4290.467467,291
121.5302259,25.04110218,827,44,0,3,1,7,10,4,0,5,1,0,1,1,1,231,7176.872103,488
121.5788267,25.0398207,531,53,0,0,0,4,2,3,0,2,0,0,0,0,0,119,4429.164453,508
121.5169164,25.03585293,2170,34,1,0,0,17,4,7,0,5,1,1,0,0,2,344,14286.37104,341
121.62126,25.03931145,592,47,0,1,0,37,0,5,0,2,0,0,0,0,0,429,40318.98597,421
121.5639802,25.03999031,2633,142,1,2,2,30,20,9,1,6,0,1,0,1,0,208,11278.13965,599
121.5048185,25.0430034,1094,114,2,1,3,5,18,7,0,5,0,1,0,0,0,87,3743.496869,264
121.5826427,25.0404221,457,11,1,1,0,4,0,3,0,2,0,0,0,0,0,139,5631.898215,587
121.553186,25.04427912,971,41,0,0,2,3,6,5,0,1,0,0,0,0,1,119,8058.905669,737
121.537384,25.0417648,680,21,0,2,0,3,7,2,0,0,0,0,1,0,0,119,10418.3298,367
121.5437412,25.0443032,872,50,0,0,3,4,8,4,0,1,0,0,0,0,0,166,11149.60359,436
121.5001429,25.04207765,1400,12,0,0,0,2,1,1,0,0,0,0,0,0,0,242,11848.97058,465
121.5511637,25.04153459,1379,44,0,0,3,3,13,4,0,2,0,0,0,1,1,171,9431.507734,415
121.5468944,25.04519591,1916,129,1,1,4,4,13,7,0,2,1,1,0,0,0,236,8344.262347,710
121.557634,25.0439154,1451,67,2,2,5,3,11,7,0,1,1,0,0,1,1,220,9684.332808,434
121.5344034,25.03849716,2030,37,2,0,0,10,6,6,0,0,0,0,2,0,1,368,14524.43109,668
121.5791755,25.04158455,715,32,0,0,1,6,1,7,0,2,0,0,0,0,2,123,4383.561703,443
121.519078,25.04329678,1570,76,1,1,1,10,16,9,0,6,0,0,1,0,0,237,10140.25512,394
121.5837747,25.04382461,233,9,0,1,0,4,0,5,0,0,0,0,0,0,0,71,3131.308004,422
121.5771692,25.0432747,205,7,0,1,0,1,0,2,0,0,0,0,0,0,0,97,2979.91013,508
121.5736644,25.04340755,248,10,0,0,0,2,0,2,0,1,0,0,0,0,0,68,2924.539372,408
121.5702188,25.04305104,173,5,0,1,0,2,0,1,0,0,0,0,0,0,0,86,3307.625006,292
121.570094,25.043011,487,17,0,0,1,4,2,3,0,0,1,0,0,0,0,84,6296.732527,424
121.503121,25.04552274,1513,118,1,0,3,6,15,12,1,7,0,0,0,0,0,159,8601.913372,297
121.5928654,25.04403973,398,25,0,1,0,11,0,3,0,0,0,0,0,0,2,138,8976.957182,573
121.5383844,25.04540656,1272,22,0,1,0,9,7,3,0,0,0,0,0,0,1,197,12310.69431,335
121.5241945,25.0476987,3117,47,3,1,2,14,25,11,0,5,0,0,0,1,0,359,18379.59492,299
121.5855426,25.04649383,471,24,0,2,0,7,2,2,0,2,0,0,0,1,2,86,3060.690434,390
121.543939,25.04497395,719,20,0,0,1,3,5,3,0,0,0,0,0,0,0,63,2511.1567,220
121.5481417,25.04506769,330,1,0,0,0,2,2,1,0,0,0,0,0,0,0,70,2646.962459,227
121.5491643,25.0466167,749,43,0,2,2,2,4,4,0,0,0,0,0,0,1,103,4442.011965,512
121.554671,25.04463275,127,10,0,0,0,1,0,2,0,0,0,0,0,0,0,29,2602.674248,247
121.5552181,25.04689281,428,11,0,0,0,2,4,1,0,2,0,0,0,0,0,90,4783.53858,337
121.5438346,25.04801945,717,30,1,1,1,6,9,3,0,0,1,0,0,0,0,161,6209.6187,244
121.5726923,25.04564367,331,9,0,0,0,2,0,3,0,0,0,0,0,0,0,86,3458.616618,320
121.559189,25.04767902,659,39,0,0,0,7,1,2,0,1,0,0,0,0,0,120,5240.837005,510
121.5309992,25.0462505,1159,8,0,0,1,6,2,1,0,0,0,0,0,0,0,157,8982.832874,267
121.516417,25.04861742,5296,387,12,0,2,44,52,31,1,24,0,1,0,5,1,374,20476.83747,254
121.6151337,25.0463174,934,38,3,3,0,18,2,6,0,4,0,1,0,0,0,437,16521.49781,643
121.562918,25.043589,2442,41,0,0,1,8,14,7,0,3,0,1,0,0,2,259,15702.14492,351
121.5722369,25.04922746,808,2,0,0,0,4,1,1,0,0,0,0,0,0,0,172,7695.880004,357
121.5036836,25.04659738,2575,41,0,0,2,4,2,7,0,4,1,0,1,0,0,286,14520.28668,277
121.5777242,25.0489387,460,17,0,0,0,5,0,2,0,1,0,0,0,0,0,168,5996.905437,545
121.5778548,25.0489802,421,27,0,1,0,4,2,4,0,3,0,2,0,1,1,129,4275.304693,290
121.511351,25.04516381,2288,85,5,1,2,16,22,13,0,4,3,0,0,1,1,278,12592.25124,264
121.5851979,25.04797453,395,10,0,1,0,3,0,3,0,0,0,0,0,0,1,162,5140.531478,430
121.5863316,25.04866789,879,17,1,0,0,9,3,1,0,0,0,0,0,1,0,256,8657.031832,550
121.5661335,25.05128952,1453,43,0,1,0,9,9,7,0,2,0,0,0,0,0,202,9637.068793,660
121.5180254,25.04858757,1708,56,0,1,1,40,12,10,0,6,0,0,0,0,0,202,8182.343494,234
121.5637069,25.05137041,1731,74,0,2,0,4,8,9,0,8,0,0,0,0,0,184,6958.323672,763
121.5570042,25.04883195,823,45,2,2,0,2,1,5,0,2,0,0,0,0,0,163,5908.320639,513
121.5489194,25.04818714,1095,25,2,0,0,4,2,4,0,2,0,0,0,0,0,147,6201.9506,291
121.5438479,25.04833938,1468,96,0,0,1,5,16,9,0,3,3,0,0,0,0,262,11490.55971,590
121.5333893,25.04710496,1747,74,1,2,4,10,17,11,0,4,2,0,0,1,0,238,11684.67022,379
121.5298056,25.04837501,1237,66,0,1,0,9,8,8,0,3,1,0,0,0,0,244,12718.42855,500
121.5293931,25.04812454,994,66,0,0,18,5,2,11,0,3,0,0,0,0,0,170,6136.657399,378
121.5240272,25.0478622,1426,60,1,1,4,5,11,4,0,3,1,0,0,0,1,177,6362.3336,329
121.5766061,25.05139836,2408,59,3,0,1,14,1,5,0,9,0,0,0,1,0,211,12233.01033,414
121.5947141,25.05000507,957,31,1,0,0,12,2,4,0,2,0,0,0,0,2,311,18605.71031,311
121.5169533,25.05093069,637,28,1,0,1,3,12,4,0,0,0,0,0,0,2,194,5243.263785,271
121.5570717,25.05165254,397,48,0,1,1,3,7,3,0,3,2,0,0,0,0,62,2850.232889,375
121.5085398,25.0520057,3210,23,0,0,0,10,3,2,0,1,0,0,0,1,0,343,17051.80227,269
121.5138759,25.0515997,800,42,0,1,0,10,7,6,0,5,0,0,0,0,2,171,8299.925555,375
121.5571437,25.05222731,787,50,1,0,0,6,14,7,0,2,0,0,0,0,0,121,5529.266605,645
121.5661993,25.05142975,1100,15,1,0,0,6,2,7,0,1,0,0,0,1,0,252,10744.37504,718
121.5462147,25.05017033,2148,84,0,0,1,11,20,12,1,5,1,1,0,0,0,263,9857.745083,638
121.5383042,25.05307889,1428,68,2,1,2,10,21,11,0,2,0,0,0,1,0,228,8275.971974,405
121.5228216,25.05400793,1220,26,0,1,0,6,3,6,0,2,0,0,0,0,0,104,4885.716894,235
121.5810003,25.05092345,1340,17,1,0,0,9,1,4,0,0,0,0,0,0,0,271,11171.09459,318
121.6166355,25.05432411,800,33,1,0,0,6,3,3,0,2,0,0,0,1,0,125,5545.170696,293
121.6097835,25.05235003,676,45,1,0,0,14,6,4,0,9,0,0,0,2,3,204,14580.5459,224
121.6064287,25.0532714,922,7,1,2,0,10,10,4,0,1,0,0,0,0,0,134,7239.433527,290
121.5499257,25.05191446,735,36,0,0,1,3,4,4,0,1,0,0,0,1,0,141,5414.942096,541
121.5566213,25.05360994,497,9,0,0,0,4,1,1,0,0,0,0,0,0,0,138,6034.392509,833
121.5114602,25.0559914,999,35,1,2,3,9,19,7,0,2,1,0,0,0,1,155,8343.790894,427
121.513654,25.05401857,580,7,0,2,0,4,5,3,0,1,0,0,0,0,0,138,4132.356436,345
121.5603502,25.05530181,288,1,0,2,1,3,3,2,0,0,0,0,0,0,0,113,4503.712949,956
121.51526,25.056338,760,74,0,1,2,6,4,5,0,3,0,0,0,0,1,149,5036.759529,397
121.5671765,25.05597935,262,6,0,0,0,2,0,0,0,0,0,0,0,0,0,130,4903.048848,367
121.5178076,25.05329118,443,49,0,0,2,4,21,2,0,2,0,0,0,0,2,213,4875.122657,325
121.5461846,25.05609194,777,28,0,1,1,5,6,3,0,0,0,0,0,0,0,115,5104.414883,345
121.5440453,25.05767894,308,16,1,0,1,2,3,2,0,0,0,0,0,0,0,45,2640.464754,495
121.5405711,25.05748698,742,62,1,1,0,4,2,4,0,1,0,0,0,0,1,128,5627.337792,482
121.5778457,25.05329609,742,5,0,0,0,5,0,2,0,0,0,0,0,0,1,230,17487.69582,365
121.5206993,25.04824756,1851,124,0,1,2,4,21,10,0,3,1,0,1,2,1,343,12945.20499,439
121.5302617,25.05211633,975,73,2,0,3,9,15,8,0,3,0,0,0,0,0,234,8020.970158,477
121.5331939,25.05676512,1117,118,0,0,2,11,27,7,0,8,1,0,0,0,1,164,7523.127152,310
121.5278176,25.05256893,750,44,0,0,1,4,0,5,0,0,1,0,0,0,0,159,7329.62773,427
121.527277,25.05605182,1399,60,1,1,1,7,8,13,0,4,0,0,0,0,1,208,8537.093865,498
121.5970794,25.05423727,339,22,0,1,0,5,0,3,0,2,0,0,0,0,0,161,6470.372574,356
121.5530274,25.05722021,132,13,0,1,0,0,0,2,0,1,0,0,0,0,0,39,2170.627992,190
121.5562345,25.05628183,469,9,0,0,0,3,5,2,0,0,0,0,0,0,0,75,3658.760268,333
